cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,11/3/20,TN-2,Renee Hoyos,Tim Burchett,3,Fundamentals (non-polling factors),-32.89024,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-2,Renee Hoyos,Tim Burchett,2,CANTOR (analysis of comparable disticts),-43.26755,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-2,Renee Hoyos,Tim Burchett,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-1,Blair Walsingham,Diana Harshbarger,4,Expert ratings adjusted for national environment,-49.93129,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-1,Blair Walsingham,Diana Harshbarger,3,Fundamentals (non-polling factors),-47.19852,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-1,Blair Walsingham,Diana Harshbarger,2,CANTOR (analysis of comparable disticts),-55.55696,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,TN-1,Blair Walsingham,Diana Harshbarger,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SD-1,Randy Luallin,Dusty Johnson,4,Expert ratings adjusted for national environment,-64.62051,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SD-1,Randy Luallin,Dusty Johnson,3,Fundamentals (non-polling factors),-64.62051,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SD-1,Randy Luallin,Dusty Johnson,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SD-1,Randy Luallin,Dusty Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-7,Melissa Ward Watson,Tom Rice,4,Expert ratings adjusted for national environment,-25.97261,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-7,Melissa Ward Watson,Tom Rice,3,Fundamentals (non-polling factors),-23.41763,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-7,Melissa Ward Watson,Tom Rice,2,CANTOR (analysis of comparable disticts),-17.5221,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-7,Melissa Ward Watson,Tom Rice,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-6,James E. Clyburn,John McCollum,4,Expert ratings adjusted for national environment,43.77842,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-6,James E. Clyburn,John McCollum,3,Fundamentals (non-polling factors),43.57536,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-6,James E. Clyburn,John McCollum,2,CANTOR (analysis of comparable disticts),62.50676,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-6,James E. Clyburn,John McCollum,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-5,Moe Brown,Ralph Norman,4,Expert ratings adjusted for national environment,-24.1335,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-5,Moe Brown,Ralph Norman,3,Fundamentals (non-polling factors),-16.96274,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-5,Moe Brown,Ralph Norman,2,CANTOR (analysis of comparable disticts),-17.60538,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-5,Moe Brown,Ralph Norman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-4,Kim Nelson,William Timmons,4,Expert ratings adjusted for national environment,-29.2615,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-4,Kim Nelson,William Timmons,3,Fundamentals (non-polling factors),-26.52703,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-4,Kim Nelson,William Timmons,2,CANTOR (analysis of comparable disticts),-30.76655,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-4,Kim Nelson,William Timmons,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-3,Hosea Cleveland,Jeff Duncan,4,Expert ratings adjusted for national environment,-43.65234,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-3,Hosea Cleveland,Jeff Duncan,3,Fundamentals (non-polling factors),-41.76396,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-3,Hosea Cleveland,Jeff Duncan,2,CANTOR (analysis of comparable disticts),-42.20443,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-3,Hosea Cleveland,Jeff Duncan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-2,Adair Ford Boroughs,Joe Wilson,4,Expert ratings adjusted for national environment,-21.88016,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-2,Adair Ford Boroughs,Joe Wilson,3,Fundamentals (non-polling factors),-10.50222,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-2,Adair Ford Boroughs,Joe Wilson,2,CANTOR (analysis of comparable disticts),-20.7836,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-2,Adair Ford Boroughs,Joe Wilson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-1,Joe Cunningham,Nancy Mace,4,Expert ratings adjusted for national environment,4.883397,0,0,1.35242,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-1,Joe Cunningham,Nancy Mace,3,Fundamentals (non-polling factors),-2.202672,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-1,Joe Cunningham,Nancy Mace,2,CANTOR (analysis of comparable disticts),-2.309412,.7274634,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,SC-1,Joe Cunningham,Nancy Mace,1,Polls adjusted for house effects & other factors,5.463245,1.272537,1.272537,1.272537,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-2,Jim Langevin,Robert Lancia,4,Expert ratings adjusted for national environment,27.76003,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-2,Jim Langevin,Robert Lancia,3,Fundamentals (non-polling factors),28.21816,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-2,Jim Langevin,Robert Lancia,2,CANTOR (analysis of comparable disticts),38.84534,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-2,Jim Langevin,Robert Lancia,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-1,David Cicilline,All others,4,Expert ratings adjusted for national environment,67.40694,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-1,David Cicilline,All others,3,Fundamentals (non-polling factors),67.40694,1.439034,1.439034,1.439034,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-1,David Cicilline,All others,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,RI-1,David Cicilline,All others,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-9,Gary Wegman,Daniel Meuser,4,Expert ratings adjusted for national environment,-33.59834,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-9,Gary Wegman,Daniel Meuser,3,Fundamentals (non-polling factors),-31.37212,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-9,Gary Wegman,Daniel Meuser,2,CANTOR (analysis of comparable disticts),-33.86281,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-9,Gary Wegman,Daniel Meuser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-8,Matt Cartwright,Jim Bognet,4,Expert ratings adjusted for national environment,12.61331,0,0,1.096097,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-8,Matt Cartwright,Jim Bognet,3,Fundamentals (non-polling factors),9.404886,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-8,Matt Cartwright,Jim Bognet,2,CANTOR (analysis of comparable disticts),6.413705,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-8,Matt Cartwright,Jim Bognet,1,Polls adjusted for house effects & other factors,8.933754,.7586141,.7586141,.7586141,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-7,Susan Wild,Lisa Scheller,4,Expert ratings adjusted for national environment,14.1405,0,0,2.039763,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-7,Susan Wild,Lisa Scheller,3,Fundamentals (non-polling factors),11.9906,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-7,Susan Wild,Lisa Scheller,2,CANTOR (analysis of comparable disticts),10.81367,0,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-7,Susan Wild,Lisa Scheller,1,Polls adjusted for house effects & other factors,12.589,2.650643,2.650643,2.650643,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-6,Chrissy Houlahan,John William Emmons,4,Expert ratings adjusted for national environment,21.24538,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-6,Chrissy Houlahan,John William Emmons,3,Fundamentals (non-polling factors),20.30686,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-6,Chrissy Houlahan,John William Emmons,2,CANTOR (analysis of comparable disticts),25.79488,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-6,Chrissy Houlahan,John William Emmons,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-5,Mary Gay Scanlon,Dasha Pruett,4,Expert ratings adjusted for national environment,35.31249,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-5,Mary Gay Scanlon,Dasha Pruett,3,Fundamentals (non-polling factors),35.52705,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-5,Mary Gay Scanlon,Dasha Pruett,2,CANTOR (analysis of comparable disticts),50.3379,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-5,Mary Gay Scanlon,Dasha Pruett,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-4,Madeleine Dean,Kathy Barnette,4,Expert ratings adjusted for national environment,21.38243,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-4,Madeleine Dean,Kathy Barnette,3,Fundamentals (non-polling factors),19.13957,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-4,Madeleine Dean,Kathy Barnette,2,CANTOR (analysis of comparable disticts),38.15888,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-4,Madeleine Dean,Kathy Barnette,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-3,Dwight Evans,Michael Harvey,4,Expert ratings adjusted for national environment,81.99377,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-3,Dwight Evans,Michael Harvey,3,Fundamentals (non-polling factors),82.10033,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-3,Dwight Evans,Michael Harvey,2,CANTOR (analysis of comparable disticts),98.17441,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-3,Dwight Evans,Michael Harvey,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-2,Brendan Boyle,David Torres,4,Expert ratings adjusted for national environment,55.76702,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-2,Brendan Boyle,David Torres,3,Fundamentals (non-polling factors),55.77409,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-2,Brendan Boyle,David Torres,2,CANTOR (analysis of comparable disticts),72.77339,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-2,Brendan Boyle,David Torres,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-18,Michael Doyle,Luke Negron,4,Expert ratings adjusted for national environment,36.43197,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-18,Michael Doyle,Luke Negron,3,Fundamentals (non-polling factors),36.95814,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-18,Michael Doyle,Luke Negron,2,CANTOR (analysis of comparable disticts),48.93744,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-18,Michael Doyle,Luke Negron,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-17,Conor Lamb,Sean Parnell,4,Expert ratings adjusted for national environment,14.39766,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-17,Conor Lamb,Sean Parnell,3,Fundamentals (non-polling factors),8.110738,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-17,Conor Lamb,Sean Parnell,2,CANTOR (analysis of comparable disticts),11.17886,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-17,Conor Lamb,Sean Parnell,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-16,Kristy Gnibus,Mike Kelly,4,Expert ratings adjusted for national environment,-21.77096,0,0,1.091187,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-16,Kristy Gnibus,Mike Kelly,3,Fundamentals (non-polling factors),-12.56069,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-16,Kristy Gnibus,Mike Kelly,2,CANTOR (analysis of comparable disticts),-11.02922,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-16,Kristy Gnibus,Mike Kelly,1,Polls adjusted for house effects & other factors,-11.42298,.748769,.748769,.748769,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-15,Robert M. Williams,Glenn Thompson,4,Expert ratings adjusted for national environment,-46.30278,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-15,Robert M. Williams,Glenn Thompson,3,Fundamentals (non-polling factors),-44.33715,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-15,Robert M. Williams,Glenn Thompson,2,CANTOR (analysis of comparable disticts),-45.5334,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-15,Robert M. Williams,Glenn Thompson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-14,William A. Marx,Guy Reschenthaler,4,Expert ratings adjusted for national environment,-34.43987,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-14,William A. Marx,Guy Reschenthaler,3,Fundamentals (non-polling factors),-32.64636,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-14,William A. Marx,Guy Reschenthaler,2,CANTOR (analysis of comparable disticts),-31.35648,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-14,William A. Marx,Guy Reschenthaler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-13,Todd Rowley,John Joyce,4,Expert ratings adjusted for national environment,-48.08326,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-13,Todd Rowley,John Joyce,3,Fundamentals (non-polling factors),-45.8918,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-13,Todd Rowley,John Joyce,2,CANTOR (analysis of comparable disticts),-49.20341,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-13,Todd Rowley,John Joyce,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-12,Lee Griffin,Fred Keller,4,Expert ratings adjusted for national environment,-42.82501,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-12,Lee Griffin,Fred Keller,3,Fundamentals (non-polling factors),-41.26073,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-12,Lee Griffin,Fred Keller,2,CANTOR (analysis of comparable disticts),-38.66626,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-12,Lee Griffin,Fred Keller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-1,Christina M. Finello,Brian Fitzpatrick,4,Expert ratings adjusted for national environment,-8.550311,0,0,1.76002,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-1,Christina M. Finello,Brian Fitzpatrick,3,Fundamentals (non-polling factors),-5.260527,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-1,Christina M. Finello,Brian Fitzpatrick,2,CANTOR (analysis of comparable disticts),3.067683,0,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-1,Christina M. Finello,Brian Fitzpatrick,1,Polls adjusted for house effects & other factors,-7.022312,2.089764,2.089764,2.089764,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-11,Sarah Hammond,Lloyd Smucker,4,Expert ratings adjusted for national environment,-32.05034,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-11,Sarah Hammond,Lloyd Smucker,3,Fundamentals (non-polling factors),-30.0189,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-11,Sarah Hammond,Lloyd Smucker,2,CANTOR (analysis of comparable disticts),-30.04695,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-11,Sarah Hammond,Lloyd Smucker,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-10,Eugene A. DePasquale,Scott Perry,4,Expert ratings adjusted for national environment,.4054945,0,0,1.742671,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-10,Eugene A. DePasquale,Scott Perry,3,Fundamentals (non-polling factors),-3.533328,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-10,Eugene A. DePasquale,Scott Perry,2,CANTOR (analysis of comparable disticts),-5.313902,0,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,PA-10,Eugene A. DePasquale,Scott Perry,1,Polls adjusted for house effects & other factors,1.180389,2.05498,2.05498,2.05498,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-5,Kurt Schrader,Amy Ryan Courser,4,Expert ratings adjusted for national environment,21.66415,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-5,Kurt Schrader,Amy Ryan Courser,3,Fundamentals (non-polling factors),12.17908,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-5,Kurt Schrader,Amy Ryan Courser,2,CANTOR (analysis of comparable disticts),19.80407,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-5,Kurt Schrader,Amy Ryan Courser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-4,Peter DeFazio,Alek Skarlatos,4,Expert ratings adjusted for national environment,6.670883,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-4,Peter DeFazio,Alek Skarlatos,3,Fundamentals (non-polling factors),5.193213,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-4,Peter DeFazio,Alek Skarlatos,2,CANTOR (analysis of comparable disticts),17.56039,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-4,Peter DeFazio,Alek Skarlatos,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-3,Earl Blumenauer,Joanna Harbour,4,Expert ratings adjusted for national environment,50.03158,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-3,Earl Blumenauer,Joanna Harbour,3,Fundamentals (non-polling factors),49.67344,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-3,Earl Blumenauer,Joanna Harbour,2,CANTOR (analysis of comparable disticts),70.06868,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-3,Earl Blumenauer,Joanna Harbour,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-2,Alex Spenser,Cliff Bentz,4,Expert ratings adjusted for national environment,-25.00949,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-2,Alex Spenser,Cliff Bentz,3,Fundamentals (non-polling factors),-21.8852,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-2,Alex Spenser,Cliff Bentz,2,CANTOR (analysis of comparable disticts),-14.5911,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-2,Alex Spenser,Cliff Bentz,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-1,Suzanne Bonamici,Chris Christensen,4,Expert ratings adjusted for national environment,32.81326,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-1,Suzanne Bonamici,Chris Christensen,3,Fundamentals (non-polling factors),33.74492,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-1,Suzanne Bonamici,Chris Christensen,2,CANTOR (analysis of comparable disticts),41.62129,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OR-1,Suzanne Bonamici,Chris Christensen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-5,Kendra Horn,Stephanie Bice,4,Expert ratings adjusted for national environment,.4054945,0,0,2.271363,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-5,Kendra Horn,Stephanie Bice,3,Fundamentals (non-polling factors),1.541162,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-5,Kendra Horn,Stephanie Bice,2,CANTOR (analysis of comparable disticts),2.003821,0,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-5,Kendra Horn,Stephanie Bice,1,Polls adjusted for house effects & other factors,-.7076111,3.114996,3.114996,3.114996,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-4,Mary Brannon,Tom Cole,4,Expert ratings adjusted for national environment,-39.93507,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-4,Mary Brannon,Tom Cole,3,Fundamentals (non-polling factors),-38.12636,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-4,Mary Brannon,Tom Cole,2,CANTOR (analysis of comparable disticts),-37.69806,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-4,Mary Brannon,Tom Cole,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-3,Zoe Ann Midyett,Frank Lucas,4,Expert ratings adjusted for national environment,-54.60183,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-3,Zoe Ann Midyett,Frank Lucas,3,Fundamentals (non-polling factors),-52.59701,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-3,Zoe Ann Midyett,Frank Lucas,2,CANTOR (analysis of comparable disticts),-54.18858,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-3,Zoe Ann Midyett,Frank Lucas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-2,Danyell Lanier,Markwayne Mullin,4,Expert ratings adjusted for national environment,-44.77543,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-2,Danyell Lanier,Markwayne Mullin,3,Fundamentals (non-polling factors),-42.47191,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-2,Danyell Lanier,Markwayne Mullin,2,CANTOR (analysis of comparable disticts),-46.79545,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-2,Danyell Lanier,Markwayne Mullin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-1,Kojo Asamoa-Caesar,Kevin Hern,4,Expert ratings adjusted for national environment,-30.72621,0,0,1.712299,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-1,Kojo Asamoa-Caesar,Kevin Hern,3,Fundamentals (non-polling factors),-29.20029,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-1,Kojo Asamoa-Caesar,Kevin Hern,2,CANTOR (analysis of comparable disticts),-17.86997,.0059164,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OK-1,Kojo Asamoa-Caesar,Kevin Hern,1,Polls adjusted for house effects & other factors,-29.05531,1.994084,1.994084,1.994084,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-9,Marcy Kaptur,Rob Weber,4,Expert ratings adjusted for national environment,34.30166,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-9,Marcy Kaptur,Rob Weber,3,Fundamentals (non-polling factors),34.6883,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-9,Marcy Kaptur,Rob Weber,2,CANTOR (analysis of comparable disticts),47.81356,.8358126,.1545999,.1545999,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-9,Marcy Kaptur,Rob Weber,1,Polls adjusted for house effects & other factors,,0,0,0,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-8,Vanessa Enoch,Warren Davidson,4,Expert ratings adjusted for national environment,-38.3205,0,0,.7177314,40000,00:19:54  3 Nov 2020
2020,House,11/3/20,OH-8,Vanessa Enoch,Warren Davidson,3,Fundamentals (non-polling factors),-36.16402,0,1.284435,1.284435,40000,00:19:54  3 Nov 2020
